food_id,name_ptbr,food_group,food_type,calories_per_unit,protein_g,carbs_g,fat_g,fiber_g,sugar_g,sodium_mg,allergen_review_status,restriction_tokens,food_group_id,food_group_nome,food_type_id,food_type_nome,food_source_id,food_source_nome,food_preparation_method_id,food_preparation_method_nome,food_measurement_unit_id,food_measurement_unit_nome
food_413,Espumante / Champagne,,Bebida,75.00,0.10,2.50,0.00,0.00,1.50,5.00,reviewed_has_allergens,sulfites,beverages,,beverage,Bebida,vegetable,Vegetal,processed,,ml,Mililitro
food_414,Vodka (Destilado),,Bebida,231.00,0.00,0.00,0.00,0.00,0.00,1.00,unreviewed,,beverages,,beverage,Bebida,mixed,,processed,,ml,Mililitro
food_415,Bebida isotônica (Esportiva),,Bebida,24.00,0.00,6.00,0.00,0.00,5.00,39.00,unreviewed,,beverages,,beverage,Bebida,mixed,,processed,,ml,Mililitro
food_416,Bebida energética,,Bebida,45.00,0.30,11.30,0.00,0.00,11.00,30.00,unreviewed,,beverages,,beverage,Bebida,mixed,,processed,,ml,Mililitro
food_417,Chá preto sem açúcar,,Bebida,1.00,0.00,0.30,0.00,0.00,0.00,3.00,unreviewed,,beverages,,beverage,Bebida,vegetable,Vegetal,boiled,Cozido,ml,Mililitro
food_418,Kombucha (tradicional),,Bebida,15.00,0.10,3.50,0.00,0.00,3.00,5.00,unreviewed,,beverages,,beverage,Bebida,vegetable,Vegetal,processed,,ml,Mililitro
food_419,Achocolatado pronto para beber,,Bebida,83.00,3.20,10.50,3.10,0.50,9.80,65.00,reviewed_has_allergens,milk,beverages,,beverage,Bebida,animal,Animal,processed,,ml,Mililitro
food_420,Whey Protein Concentrado,,,380.00,75.00,10.00,6.00,0.00,5.00,150.00,reviewed_has_allergens,"milk,soy",supplements,,powder,,animal,Animal,processed,,g,Grama
food_421,Whey Protein Isolado,,,370.00,90.00,2.00,1.00,0.00,1.00,100.00,reviewed_has_allergens,"milk,soy",supplements,,powder,,animal,Animal,processed,,g,Grama
food_422,Creatina Monohidratada,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,unreviewed,,supplements,,powder,,mixed,,processed,,g,Grama
food_423,BCAA em pó,,,400.00,100.00,0.00,0.00,0.00,0.00,0.00,unreviewed,,supplements,,powder,,mixed,,processed,,g,Grama
food_424,Glutamina,,,400.00,100.00,0.00,0.00,0.00,0.00,0.00,unreviewed,,supplements,,powder,,mixed,,processed,,g,Grama
food_425,Pré-treino em pó,,,50.00,10.00,2.00,0.00,0.00,0.00,50.00,unreviewed,,supplements,,powder,,mixed,,processed,,g,Grama
food_426,Maltodextrina,,,380.00,0.00,95.00,0.00,0.00,5.00,40.00,unreviewed,,supplements,,powder,,vegetable,Vegetal,processed,,g,Grama
food_427,Hipercalórico (Mass Gainer),,,380.00,15.00,75.00,2.00,1.00,15.00,150.00,reviewed_has_allergens,"gluten,milk,soy,wheat",supplements,,powder,,mixed,,processed,,g,Grama
food_428,Barra de proteína (tradicional),,,350.00,30.00,35.00,12.00,10.00,5.00,200.00,reviewed_has_allergens,"milk,soy,tree_nuts",supplements,,snack,,mixed,,processed,,g,Grama
food_429,Proteína vegana em pó (Ervilha/Arroz),,,380.00,75.00,8.00,7.00,4.00,0.00,300.00,unreviewed,,supplements,,powder,,vegetable,Vegetal,processed,,g,Grama
food_430,Colágeno hidrolisado,,,360.00,90.00,0.00,0.00,0.00,0.00,50.00,unreviewed,,supplements,,powder,,animal,Animal,processed,,g,Grama
food_431,Pasta de amendoim com whey,,,550.00,35.00,20.00,40.00,6.00,5.00,100.00,reviewed_has_allergens,"milk,peanuts,soy",supplements,,paste,,mixed,,processed,,g,Grama
food_432,Bebida proteica pronta (RTD),,Bebida,60.00,6.00,5.00,1.50,0.50,4.00,80.00,reviewed_has_allergens,milk,beverages,,beverage,Bebida,mixed,,processed,,ml,Mililitro
food_433,Waxy Maize,,,350.00,0.00,88.00,0.00,0.00,0.00,10.00,unreviewed,,supplements,,powder,,vegetable,Vegetal,processed,,g,Grama
food_434,Palatinose (Isomaltulose),,,380.00,0.00,95.00,0.00,95.00,0.00,0.00,unreviewed,,supplements,,powder,,vegetable,Vegetal,processed,,g,Grama
food_435,Albumina em pó,,,360.00,80.00,5.00,0.00,0.00,0.00,1200.00,reviewed_has_allergens,egg,supplements,,powder,,animal,Animal,processed,,g,Grama
food_436,Caseína em pó,,,360.00,80.00,6.00,1.50,0.00,2.00,150.00,reviewed_has_allergens,"milk,soy",supplements,,powder,,animal,Animal,processed,,g,Grama
food_437,Gel de carboidrato (Energy Gel),,Processado,280.00,0.00,70.00,0.00,0.00,25.00,150.00,unreviewed,,supplements,,processed,Processado,vegetable,Vegetal,processed,,g,Grama
food_438,Barra de cereal com proteína,,,400.00,20.00,50.00,12.00,5.00,15.00,180.00,reviewed_has_allergens,"gluten,milk,peanuts,soy,wheat",supplements,,snack,,mixed,,processed,,g,Grama
food_439,Óleo de peixe em cápsula (Ômega 3),,,900.00,0.00,0.00,100.00,0.00,0.00,0.00,reviewed_has_allergens,fish,supplements,,oil,,animal,Animal,processed,,g,Grama
food_440,Leite de amêndoas,,,15.00,0.50,0.30,1.20,0.00,0.00,73.00,reviewed_has_allergens,tree_nuts,beverages,,vegan_dairy_alternative,,vegetable,Vegetal,processed,,ml,Mililitro
food_441,Leite de aveia,,,48.00,0.30,8.00,1.50,0.80,3.00,40.00,reviewed_has_allergens,gluten_free_if_certified,beverages,,vegan_dairy_alternative,,vegetable,Vegetal,processed,,ml,Mililitro
food_442,Leite de coco (bebida),,,20.00,0.20,1.00,2.00,0.00,0.50,15.00,reviewed_has_allergens,tree_nuts,beverages,,vegan_dairy_alternative,,vegetable,Vegetal,processed,,ml,Mililitro
food_443,Hambúrguer vegetal (tipo carne),Proteínas,,250.00,15.00,9.00,18.00,3.00,0.00,380.00,unreviewed,,proteins,Proteínas,vegan_meat_alternative,,vegetable,Vegetal,processed,,g,Grama
food_444,Hambúrguer vegetal (tipo frango),Proteínas,,220.00,14.00,15.00,12.00,4.00,1.00,400.00,reviewed_has_allergens,soy,proteins,Proteínas,vegan_meat_alternative,,vegetable,Vegetal,processed,,g,Grama
food_445,Salsicha vegetal,Proteínas,,230.00,16.00,5.00,16.00,3.00,1.00,500.00,reviewed_has_allergens,soy,proteins,Proteínas,vegan_meat_alternative,,vegetable,Vegetal,processed,,g,Grama
food_446,Nuggets vegetais,Proteínas,,260.00,13.00,20.00,14.00,4.00,1.00,450.00,reviewed_has_allergens,"gluten,soy,wheat",proteins,Proteínas,vegan_meat_alternative,,vegetable,Vegetal,fried,Frito,g,Grama
food_447,Carne moída vegetal,Proteínas,,240.00,18.00,8.00,15.00,5.00,0.00,350.00,reviewed_has_allergens,soy,proteins,Proteínas,vegan_meat_alternative,,vegetable,Vegetal,processed,,g,Grama
food_448,Iogurte de coco,Laticínios,,110.00,1.00,9.00,8.00,1.00,5.00,15.00,reviewed_has_allergens,tree_nuts,dairy,Laticínios,vegan_dairy_alternative,,vegetable,Vegetal,processed,,g,Grama
food_449,Iogurte de soja,Laticínios,,94.00,3.50,14.00,2.50,1.00,9.00,45.00,reviewed_has_allergens,soy,dairy,Laticínios,vegan_dairy_alternative,,vegetable,Vegetal,processed,,g,Grama
food_450,Queijo vegetal (tipo muçarela),Laticínios,,280.00,1.00,22.00,21.00,0.00,0.00,750.00,unreviewed,,dairy,Laticínios,vegan_dairy_alternative,,vegetable,Vegetal,processed,,g,Grama
food_451,Requeijão vegetal,Laticínios,,250.00,2.00,8.00,24.00,1.00,1.00,350.00,reviewed_has_allergens,"soy,tree_nuts",dairy,Laticínios,vegan_dairy_alternative,,vegetable,Vegetal,processed,,g,Grama
food_452,Levedura nutricional,,Suplemento,328.00,50.00,38.00,4.00,22.00,0.00,30.00,unreviewed,,supplements,,supplement,Suplemento,fungi,Fungi,dry,,g,Grama
food_453,Seitan (Carne de glúten),Proteínas,,107.00,24.00,2.00,0.50,0.00,0.00,200.00,reviewed_has_allergens,"gluten,wheat",proteins,Proteínas,vegan_meat_alternative,,vegetable,Vegetal,boiled,Cozido,g,Grama
food_454,Tofu defumado,Proteínas,,160.00,16.00,3.00,9.00,2.00,0.50,300.00,reviewed_has_allergens,soy,proteins,Proteínas,vegan_meat_alternative,,vegetable,Vegetal,processed,,g,Grama
food_455,Creme de leite vegetal (Soja/Aveia),Laticínios,,140.00,1.50,4.00,13.00,0.50,1.00,50.00,reviewed_has_allergens,soy,dairy,Laticínios,vegan_dairy_alternative,,vegetable,Vegetal,processed,,g,Grama
food_456,Leite condensado vegetal (Aveia/Soja),Laticínios,,330.00,2.00,60.00,9.00,1.00,50.00,100.00,reviewed_has_allergens,gluten_free_if_certified,dairy,Laticínios,vegan_dairy_alternative,,vegetable,Vegetal,processed,,g,Grama
food_457,Manteiga vegetal (Vegan Butter),Gorduras,,710.00,0.00,0.00,79.00,0.00,0.00,400.00,unreviewed,,fats,Gorduras,vegan_dairy_alternative,,vegetable,Vegetal,processed,,g,Grama
food_458,Maionese vegana,Gorduras,,600.00,0.50,4.00,65.00,0.00,1.50,500.00,reviewed_has_allergens,soy,fats,Gorduras,vegan_dairy_alternative,,vegetable,Vegetal,processed,,g,Grama
food_459,Proteína de ervilha texturizada,Proteínas,,350.00,70.00,15.00,3.00,6.00,0.00,800.00,unreviewed,,proteins,Proteínas,vegan_meat_alternative,,vegetable,Vegetal,dry,,g,Grama
food_460,Pizza de muçarela (fatia),Carboidratos,,266.00,11.40,33.30,9.80,2.30,3.60,598.00,reviewed_has_allergens,"gluten,milk,wheat",carbohydrates,Carboidratos,fast_food,,mixed,,baked,Assado,g,Grama
food_461,Pizza de calabresa (fatia),Carboidratos,,298.00,12.20,33.30,12.10,2.30,3.60,683.00,reviewed_has_allergens,"gluten,milk,wheat",carbohydrates,Carboidratos,fast_food,,mixed,,baked,Assado,g,Grama
food_462,Hambúrguer Fast-Food (com pão e carne),Carboidratos,,264.00,12.80,30.30,10.10,1.30,5.10,414.00,reviewed_has_allergens,"gluten,sesame,wheat",carbohydrates,Carboidratos,fast_food,,mixed,,baked,Assado,g,Grama
food_463,Cheeseburger Fast-Food,Carboidratos,,298.00,15.30,30.60,13.80,1.40,5.70,594.00,reviewed_has_allergens,"gluten,milk,sesame,wheat",carbohydrates,Carboidratos,fast_food,,mixed,,baked,Assado,g,Grama
food_464,Batata frita Fast-Food,Carboidratos,,312.00,3.40,41.40,14.70,3.80,0.30,210.00,unreviewed,,carbohydrates,Carboidratos,fast_food,,vegetable,Vegetal,fried,Frito,g,Grama
food_465,Cachorro-quente (com pão e salsicha),Carboidratos,,290.00,10.60,28.00,14.80,1.20,4.20,680.00,reviewed_has_allergens,"gluten,wheat",carbohydrates,Carboidratos,fast_food,,mixed,,baked,Assado,g,Grama
food_466,Pastel de carne (frito),Carboidratos,,310.00,10.50,32.00,15.50,1.50,1.00,450.00,reviewed_has_allergens,"gluten,wheat",carbohydrates,Carboidratos,fast_food,,mixed,,fried,Frito,g,Grama
food_467,Pastel de queijo (frito),Carboidratos,,325.00,9.50,30.00,18.00,1.20,1.50,520.00,reviewed_has_allergens,"gluten,milk,wheat",carbohydrates,Carboidratos,fast_food,,mixed,,fried,Frito,g,Grama
food_468,Coxinha de frango (frita),Carboidratos,,280.00,12.00,28.50,13.00,2.00,1.50,550.00,reviewed_has_allergens,"gluten,milk,wheat",carbohydrates,Carboidratos,fast_food,,mixed,,fried,Frito,g,Grama
food_469,Pão de queijo (fast-food/congelado),Carboidratos,,342.00,5.50,38.00,18.00,0.50,1.00,550.00,reviewed_has_allergens,"egg,milk",carbohydrates,Carboidratos,fast_food,,mixed,,baked,Assado,g,Grama
food_470,Salgadinho de pacote (tipo chips de milho),Carboidratos,,536.00,6.50,60.10,31.80,4.50,1.50,574.00,unreviewed,,carbohydrates,Carboidratos,snack,,vegetable,Vegetal,processed,,g,Grama
food_471,Batata chips (pacote),Carboidratos,,536.00,7.00,52.90,34.60,3.20,0.30,471.00,unreviewed,,carbohydrates,Carboidratos,snack,,vegetable,Vegetal,processed,,g,Grama
food_472,Macarrão com queijo (Mac and Cheese),Carboidratos,,164.00,5.60,18.70,7.30,0.80,2.60,303.00,reviewed_has_allergens,"gluten,milk,wheat",carbohydrates,Carboidratos,fast_food,,mixed,,boiled,Cozido,g,Grama
food_473,Kebab / Shawarma de carne,Proteínas,,215.00,14.50,15.00,10.50,2.00,1.50,450.00,reviewed_has_allergens,"gluten,wheat",proteins,Proteínas,fast_food,,mixed,,roasted,Assado (Forno),g,Grama
food_474,Nuggets de frango Fast-Food,Proteínas,,296.00,15.40,14.20,19.50,1.00,0.30,545.00,reviewed_has_allergens,"gluten,wheat",proteins,Proteínas,fast_food,,mixed,,fried,Frito,g,Grama
food_475,Sushi (Salmão e Arroz),Carboidratos,,143.00,6.00,26.50,1.20,0.50,2.50,280.00,reviewed_has_allergens,fish,carbohydrates,Carboidratos,fast_food,,mixed,,raw,Cru,g,Grama
food_476,Taco Mexicano (Carne e Queijo),,,226.00,12.00,20.00,11.50,3.00,1.50,450.00,reviewed_has_allergens,"gluten,milk,wheat",mixed,,fast_food,,mixed,,baked,Assado,g,Grama
food_477,Burrito de frango e arroz,Carboidratos,,190.00,9.50,25.00,6.00,2.50,1.80,400.00,reviewed_has_allergens,"gluten,milk,wheat",carbohydrates,Carboidratos,fast_food,,mixed,,baked,Assado,g,Grama
food_478,Croissant recheado (chocolate),Carboidratos,,414.00,6.50,48.50,22.00,2.80,16.00,350.00,reviewed_has_allergens,"egg,gluten,milk,wheat",carbohydrates,Carboidratos,fast_food,,mixed,,baked,Assado,g,Grama
food_479,Donut / Sonho (com cobertura),Carboidratos,,426.00,4.50,48.00,24.50,1.50,22.50,310.00,reviewed_has_allergens,"egg,gluten,milk,wheat",carbohydrates,Carboidratos,fast_food,,mixed,,fried,Frito,g,Grama
food_480,Azeitona verde em conserva,Gorduras,Fruta,145.00,1.00,3.80,15.30,3.30,0.50,1556.00,unreviewed,,fats,Gorduras,fruit,Fruta,vegetable,Vegetal,processed,,g,Grama
food_481,Azeitona preta em conserva,Gorduras,Fruta,116.00,0.80,6.00,10.90,1.60,0.00,735.00,unreviewed,,fats,Gorduras,fruit,Fruta,vegetable,Vegetal,processed,,g,Grama
food_482,Palmito em conserva,Vegetais,Vegetal,28.00,2.50,4.60,0.40,2.40,1.50,426.00,unreviewed,,vegetables,Vegetais,vegetable,Vegetal,vegetable,Vegetal,processed,,g,Grama
food_483,Alcaparras em conserva,Vegetais,Condimento,23.00,2.40,4.90,0.90,3.20,0.40,2348.00,unreviewed,,vegetables,Vegetais,condiment,Condimento,vegetable,Vegetal,processed,,g,Grama
food_484,Picles de pepino (Cornichon),Vegetais,Vegetal,11.00,0.30,2.30,0.20,1.20,1.10,1208.00,unreviewed,,vegetables,Vegetais,vegetable,Vegetal,vegetable,Vegetal,processed,,g,Grama
food_485,Atum em lata (óleo),Proteínas,Peixe,198.00,29.00,0.00,8.20,0.00,0.00,400.00,reviewed_has_allergens,fish,proteins,Proteínas,fish,Peixe,animal,Animal,processed,,g,Grama
food_486,Milho verde em conserva,Carboidratos,Grãos,67.00,2.30,14.30,1.20,2.00,4.50,253.00,unreviewed,,carbohydrates,Carboidratos,grain,Grãos,vegetable,Vegetal,processed,,g,Grama
food_487,Ervilha em conserva,Carboidratos,Leguminosa,69.00,4.10,12.50,0.40,4.10,3.80,281.00,unreviewed,,carbohydrates,Carboidratos,legume,Leguminosa,vegetable,Vegetal,processed,,g,Grama
food_488,Grão-de-bico em conserva,Leguminosas,Leguminosa,139.00,7.00,22.50,2.60,5.80,0.00,236.00,unreviewed,,legumes,Leguminosas,legume,Leguminosa,vegetable,Vegetal,processed,,g,Grama
food_489,Canela em pó,,,247.00,4.00,80.60,1.20,53.10,2.20,10.00,unreviewed,,spices,,spice,,vegetable,Vegetal,dry,,g,Grama
food_490,Cúrcuma (Açafrão-da-terra),,,312.00,9.70,67.10,3.30,22.70,3.20,27.00,unreviewed,,spices,,spice,,vegetable,Vegetal,dry,,g,Grama
food_491,Pimenta-do-reino preta,,,251.00,10.40,64.00,3.30,25.30,0.60,20.00,unreviewed,,spices,,spice,,vegetable,Vegetal,dry,,g,Grama
food_492,Orégano seco,,,265.00,9.00,68.90,4.30,42.50,4.10,25.00,unreviewed,,spices,,spice,,vegetable,Vegetal,dry,,g,Grama
food_493,Gengibre em pó,,,335.00,9.00,71.60,4.20,14.10,3.40,27.00,unreviewed,,spices,,spice,,vegetable,Vegetal,dry,,g,Grama
food_494,Extrato de baunilha,,,288.00,0.10,12.60,0.10,0.00,12.60,9.00,unreviewed,,spices,,flavoring,,vegetable,Vegetal,processed,,ml,Mililitro
food_495,Cacau em pó (Alcalinizado/Holandês),,,300.00,22.00,49.00,11.00,30.00,1.00,750.00,unreviewed,,spices,,powder,,vegetable,Vegetal,processed,,g,Grama
food_496,Tomate seco em óleo,Vegetais,Vegetal,213.00,5.00,23.50,14.10,6.60,17.10,266.00,unreviewed,,vegetables,Vegetais,vegetable,Vegetal,vegetable,Vegetal,processed,,g,Grama
food_497,Chia hidratada (Pudim de Chia base),Gorduras,,60.00,2.00,5.00,4.00,4.50,0.00,20.00,unreviewed,,fats,Gorduras,seed,,mixed,,processed,,g,Grama
food_498,Spirulina em pó,,Suplemento,290.00,57.50,23.90,7.70,3.60,3.10,1048.00,unreviewed,,supplements,,supplement,Suplemento,vegetable,Vegetal,dry,,g,Grama
food_499,Sal rosa do Himalaia,,Condimento,0.00,0.00,0.00,0.00,0.00,0.00,38000.00,unreviewed,,spices,,condiment,Condimento,mineral,,dry,,g,Grama
